id,distanceToJita,region,constellation,name,security,neighbors,planets
30004122,18,Kador,Araz,Chanoun,0.51,30004123:30004124:30004125:30004126:30005227,40261138:40261139:40261140:40261141:40261143:40261145:40261148:40261150:40261168:40261190:40261196
30004123,18,Kador,Araz,Garisas,0.50,30004122:30004124:30004125:30004126,40261204:40261205:40261206:40261208:40261213:40261237:40261240:40261247
30004124,18,Kador,Araz,Aphi,0.52,30004122:30004123:30004125:30004126,40261254:40261255:40261257:40261258:40261261:40261264:40261267:40261287:40261310
30004125,18,Kador,Araz,Jakri,0.53,30004122:30004123:30004124:30004126,40261343:40261345:40261347:40261351:40261353:40261371:40261390:40261408:40261437
30004126,17,Kador,Araz,Nidupad,0.51,30004122:30004123:30004124:30004125:30004127,40261443:40261444:40261446:40261448:40261450:40261451:40261458:40261478:40261512:40261532
30004127,16,Kador,Araz,Zimse,0.51,30004126:30004128:30004129,40261538:40261541:40261542:40261543:40261546:40261574:40261598
30004128,16,Kador,Araz,Koona,0.52,30004127:30004129,40261603:40261604:40261606:40261607:40261612:40261615:40261639
30004129,15,Kador,Araz,Munory,0.49,30004090:30004127:30004128,40261644:40261646:40261648:40261650:40261661:40261683:40261703:40261735
30004130,13,Kador,Ahrnot,Hostakoh,0.60,30004094:30004131,40261738:40261740:40261742:40261744:40261748:40261751:40261760:40261783:40261788
30004131,14,Kador,Ahrnot,Yooh,0.65,30004098:30004130:30004132:30004133,40261793:40261794:40261796:40261798:40261800:40261805:40261807:40261831:40261858
30004132,15,Kador,Ahrnot,Jeshideh,0.73,30004131:30004133,40261864:40261865:40261866:40261867:40261870:40261873:40261877:40261881:40261900
30004133,15,Kador,Ahrnot,Hilmar,0.78,30004131:30004132:30004134:30004135,40261907:40261909:40261911:40261918:40261941:40261957:40261983:40262010
30004134,16,Kador,Ahrnot,Kasi,0.82,30004133:30004135:30004142:30004155,40262014:40262016:40262018:40262039:40262059:40262097
30004135,16,Kador,Ahrnot,Shura,0.83,30004133:30004134,40262103:40262105:40262107:40262109:40262117:40262124
30004136,16,Kador,Pezarba,Mod,0.32,30003480:30004121:30004137:30004138,40262130:40262132:40262134:40262136:40262157:40262185:40262186:40262190
30004137,17,Kador,Pezarba,Omam,0.32,30004136:30004138:30004139,40262192:40262193:40262194:40262196:40262199:40262204:40262207:40262222:40262246:40262249:40262273
30004138,17,Kador,Pezarba,Bersyrim,0.20,30004136:30004137,40262280:40262281:40262284:40262287:40262290:40262294
30004139,16,Kador,Pezarba,Sechmaren,0.35,30004137:30004140:30004141,40262300:40262301:40262303:40262305:40262307:40262310:40262315:40262319:40262336
30004140,15,Kador,Pezarba,Zinoo,0.42,30004089:30004139,40262351:40262352:40262354:40262358
30004141,17,Kador,Pezarba,Hiremir,0.32,30004139,40262363:40262365:40262366:40262368:40262371:40262373:40262395:40262409:40262432:40262443
30004142,17,Kador,Naloran,Hikansog,0.81,30004134:30004143,40262448:40262449:40262451:40262453:40262456:40262461:40262480:40262503
30004143,18,Kador,Naloran,Syrikos,0.86,30004142:30004144,40262533:40262535:40262537:40262541:40262544:40262552:40262556:40262574:40262603
30004144,19,Kador,Naloran,Yebouz,0.88,30004143:30004145,40262607:40262608:40262610:40262612:40262616:40262618:40262623:40262625:40262629:40262634:40262640
30004145,20,Kador,Naloran,Hapala,0.88,30004144:30004146,40262648:40262650:40262652:40262654:40262655:40262672:40262690:40262724:40262728:40262755:40262756
30004146,21,Kador,Naloran,Salah,0.85,30004145:30004147,40262759:40262760:40262762:40262764:40262766:40262768:40262771:40262778:40262803:40262807
30004147,22,Kador,Naloran,Akhmoh,0.82,30004146,40262811:40262813:40262814:40262818:40262828:40262844:40262866:40262897:40262899:40262903
30004148,12,Kador,Moghiz,Jennim,0.85,30002279:30004149,40262909:40262911:40262913:40262919:40262936:40262961:40262965:40262999:40263004:40263007
30004149,13,Kador,Moghiz,Elmed,0.81,30001652:30004148:30004150:30004151,40263010:40263011:40263012:40263014:40263019:40263022:40263045
30004150,13,Kador,Moghiz,Shaggoth,0.73,30003811:30004092:30004149:30004151:30004152,40263050:40263052:40263054:40263057:40263058:40263064:40263072:40263075
30004151,14,Kador,Moghiz,Ustnia,0.82,30004149:30004150:30004153,40263079:40263080:40263081:40263083:40263087:40263089:40263109:40263136
30004152,12,Kador,Moghiz,Kooreng,0.67,30002194:30004150:30004154,40263171:40263173:40263175:40263176:40263183:40263195:40263211:40263216
30004153,15,Kador,Moghiz,Minin,0.72,30004093:30004151,40263222:40263224:40263225:40263240:40263258:40263274:40263294:40263330
30004154,13,Kador,Moghiz,Yehnifi,0.64,30004152,40263337:40263338:40263339:40263340:40263342:40263344:40263347:40263351:40263354:40263378:40263405
30004155,17,Kador,Qermi,Shemah,0.84,30004134:30004156:30004157,40263410:40263411:40263413:40263415:40263416:40263425:40263447:40263470:40263503:40263508
30004156,18,Kador,Qermi,Asrios,0.84,30004155:30004158:30004160,40263513:40263514:40263515:40263517:40263519:40263522:40263525:40263527
30004157,18,Kador,Qermi,Ithar,0.83,30004155:30004159,40263531:40263533:40263535:40263537:40263540:40263549:40263567:40263589:40263616:40263619:40263623
30004158,19,Kador,Qermi,Telang,0.81,30004156,40263627:40263629:40263631:40263633:40263635:40263638:40263641:40263654:40263658
30004159,19,Kador,Qermi,Lazara,0.79,30004157,40263663:40263665:40263668:40263672:40263681:40263683:40263699:40263728
30004160,19,Kador,Qermi,Zorrabed,0.84,30004156,40263733:40263734:40263736:40263738:40263740:40263743:40263746:40263775:40263777:40263797
30004161,-1,Cobalt Edge,QJ2-0M,FV-YEA,-0.46,,40263801:40263802:40263804:40263806:40263809:40263812:40263816:40263840
30004162,-1,Cobalt Edge,QJ2-0M,J-A5QD,-0.45,,40263847:40263849:40263850:40263853:40263871:40263906
30004163,-1,Cobalt Edge,QJ2-0M,BI0Y-X,-0.46,,40263911:40263912:40263922:40263924:40263942:40263943:40263973
30004164,-1,Cobalt Edge,QJ2-0M,SK7-G6,-0.39,,40263975:40263976:40263977:40263979:40263982:40263984:40263989:40264001:40264007
30004165,-1,Cobalt Edge,QJ2-0M,4-PCHD,-0.44,,40264034:40264036:40264038:40264040:40264042:40264044:40264047:40264070:40264100:40264124
30004166,-1,Cobalt Edge,QJ2-0M,5-3722,-0.47,,40264132:40264133:40264135:40264138:40264141:40264145:40264148
30004167,-1,Cobalt Edge,HNZF-Z,GQLB-V,-0.42,,40264151:40264152:40264154:40264156:40264158:40264163:40264182:40264183:40264197
30004168,-1,Cobalt Edge,HNZF-Z,5E-EZC,-0.43,,40264204:40264205:40264206:40264207:40264209:40264214:40264239:40264265
30004169,-1,Cobalt Edge,HNZF-Z,9KE-IT,-0.46,,40264273:40264287:40264309:40264316
30004170,-1,Cobalt Edge,HNZF-Z,P-NRD3,-0.23,,40264321:40264322:40264324:40264326:40264328:40264336:40264339
30004171,-1,Cobalt Edge,HNZF-Z,Y-RAW3,-0.47,,40264343:40264345:40264347:40264349:40264351:40264353:40264358:40264378
30004172,-1,Cobalt Edge,HNZF-Z,S-W8CF,-0.64,,40264385:40264386:40264387:40264389:40264390:40264392:40264395:40264399:40264404:40264408
30004173,-1,Cobalt Edge,HNZF-Z,X-41DA,-0.32,,40264414:40264417:40264419:40264422:40264425:40264427:40264447:40264456:40264482:40264486
30004174,-1,Cobalt Edge,HNZF-Z,YVSL-2,-0.31,,40264494:40264496:40264502:40264528:40264536:40264540
30004175,-1,Cobalt Edge,HNZF-Z,5E6I-W,-0.43,,40264545:40264546:40264548:40264552:40264558:40264578:40264584
30004176,-1,Cobalt Edge,HNZF-Z,KIG9-K,-0.50,,40264588:40264589:40264591:40264592:40264596:40264600:40264604
30004177,-1,Cobalt Edge,SI1-CF,I-CMZA,-0.31,,40264608:40264609:40264611:40264613:40264615:40264618:40264635:40264659
30004178,-1,Cobalt Edge,SI1-CF,H23-B5,-0.32,,40264700:40264701:40264704:40264713:40264719
30004179,-1,Cobalt Edge,SI1-CF,A-0IIQ,-0.40,,40264724:40264727:40264728:40264731:40264734:40264736:40264739:40264761
30004180,-1,Cobalt Edge,SI1-CF,CBY8-J,-0.30,,40264766:40264768:40264771:40264774:40264778:40264801:40264834:40264837:40264864:40264867:40264873:40264877
30004181,-1,Cobalt Edge,SI1-CF,E-BYOS,-0.28,,40264884:40264885:40264886:40264887:40264890:40264896:40264897:40264898:40264905:40264914
30004182,-1,Cobalt Edge,SI1-CF,ETXT-F,-0.60,,40264923:40264925:40264926:40264928:40264930:40264933:40264935:40264937:40264957:40264964
30004183,-1,Cobalt Edge,G3-MU3,MK-YNM,-0.69,,40264997:40264999:40265001:40265004:40265007:40265020:40265024:40265027
30004184,-1,Cobalt Edge,G3-MU3,2-9Z6V,-0.62,,40265035:40265037:40265039:40265041:40265043:40265045:40265048:40265060:40265062:40265084:40265093:40265119
30004185,-1,Cobalt Edge,G3-MU3,5HN-D6,-0.87,,40265124:40265126:40265147:40265150
30004186,-1,Cobalt Edge,G3-MU3,E-B957,-0.71,,40265154:40265155:40265157:40265160:40265176:40265194:40265195:40265226:40265258
30004187,-1,Cobalt Edge,G3-MU3,P-H5IY,-0.88,,40265260:40265261:40265262:40265265:40265268:40265271:40265292:40265321
30004188,-1,Cobalt Edge,G3-MU3,4A-6NI,-0.80,,40265329:40265331:40265333:40265335:40265346:40265364:40265391:40265396
30004189,-1,Cobalt Edge,G3-MU3,1M7-RK,-1.00,,40265400:40265401:40265402:40265404:40265406:40265408:40265411:40265413:40265417:40265420:40265423:40265431:40265433:40265438:40265450
30004190,-1,Cobalt Edge,BB-48X,87-1PM,-0.55,,40265456:40265458:40265461:40265465:40265487
30004191,-1,Cobalt Edge,BB-48X,C2-1B5,-0.55,,40265512:40265515:40265527:40265535:40265554:40265567:40265592
30004192,-1,Cobalt Edge,BB-48X,JE-VLG,-0.72,,40265597:40265599:40265601:40265606:40265619:40265640:40265666:40265695:40265698
30004193,-1,Cobalt Edge,BB-48X,5ED-4E,-0.86,,40265703:40265705:40265706:40265708:40265710:40265713:40265717:40265722:40265730
30004194,-1,Cobalt Edge,BB-48X,B-U299,-1.00,,40265736:40265738:40265740:40265743:40265747:40265751:40265756:40265774:40265779:40265804
30004195,-1,Cobalt Edge,BB-48X,DN58-U,-0.66,,40265806:40265808:40265810:40265826:40265849:40265879:40265892
30004196,-1,Cobalt Edge,I-WRVM,VAF1-P,-0.10,,40265897:40265899:40265900:40265903:40265907:40265925:40265952
30004197,-1,Cobalt Edge,I-WRVM,FV1-RQ,-0.09,,40265976:40265978:40265980:40265982:40265984:40265987:40265995:40265998:40266027
30004198,-1,Cobalt Edge,I-WRVM,QT-EBC,-0.14,,40266038:40266041:40266042:40266043:40266044:40266046:40266058:40266086:40266113
30004199,-1,Cobalt Edge,I-WRVM,O-F4SN,-0.17,,40266119:40266120:40266123:40266138:40266163:40266164:40266167:40266192:40266196
30004200,-1,Cobalt Edge,I-WRVM,CUT-0V,-0.33,,40266199:40266200:40266202:40266203:40266205:40266208:40266217:40266237:40266246:40266272:40266287:40266289
30004201,-1,Cobalt Edge,I-WRVM,9-WEMC,-0.43,,40266292:40266294:40266297:40266299:40266301:40266303:40266312:40266317
30004202,-1,Cobalt Edge,XHL-TZ,U6R-F9,-0.48,,40266321:40266323:40266324:40266326:40266346:40266349
30004203,-1,Cobalt Edge,XHL-TZ,L-Z9NB,-0.46,,40266351:40266355:40266361:40266374:40266385:40266409:40266412:40266416:40266447
30004204,-1,Cobalt Edge,XHL-TZ,EJ-5X2,-0.26,,40266451:40266452:40266453:40266456:40266476:40266481
30004205,-1,Cobalt Edge,XHL-TZ,HXK-J6,-0.57,,40266486:40266487:40266489:40266491:40266495:40266498:40266514:40266517:40266541:40266542
30004206,-1,Cobalt Edge,XHL-TZ,4LNE-M,-0.57,,40266548:40266550:40266551:40266554:40266555:40266559:40266562:40266565
30004207,-1,Cobalt Edge,XHL-TZ,DK0-N8,-0.46,,40266569:40266570:40266572:40266573:40266575:40266581:40266601:40266623:40266645:40266661:40266662:40266666
30004208,-1,Cobalt Edge,DA0V-R,E0DR-G,-0.50,,40266684:40266686:40266687:40266688:40266690:40266691:40266692:40266699:40266724:40266747
30004209,-1,Cobalt Edge,DA0V-R,KI2-S3,-0.77,,40266751:40266753:40266756:40266762:40266764:40266789:40266794:40266798
30004210,-1,Cobalt Edge,DA0V-R,CHP-76,-0.89,,40266804:40266806:40266808:40266810:40266813:40266823:40266847:40266877
30004211,-1,Cobalt Edge,DA0V-R,T-67F8,-0.93,,40266882:40266884:40266886:40266889:40266895:40266899:40266916
30004212,-1,Cobalt Edge,DA0V-R,58Z-IH,-0.95,,40266952:40266953:40266956:40266958:40266959:40266962:40266978:40267000:40267027:40267032
30004213,-1,Cobalt Edge,DA0V-R,M-VACR,-1.00,,40267037:40267039:40267040:40267042:40267049
30004214,-1,Cobalt Edge,DA0V-R,0B-VOJ,-0.56,,40267053:40267054:40267056:40267057:40267059:40267060:40267064:40267068:40267073:40267080:40267089:40267093:40267120
30004215,-1,Cobalt Edge,5ZAB-N,J-QOKQ,-0.32,,40267125:40267126:40267127:40267130:40267132:40267157:40267179:40267204:40267211
30004216,-1,Cobalt Edge,5ZAB-N,4GSZ-1,-0.37,,40267214:40267215:40267217:40267219:40267222:40267225:40267230:40267256:40267261
30004217,-1,Cobalt Edge,5ZAB-N,E-EFAM,-0.36,,40267265:40267267:40267268:40267281:40267307
30004218,-1,Cobalt Edge,5ZAB-N,SBEN-Q,-0.22,,40267325:40267326:40267328:40267330:40267333:40267351:40267354
30004219,-1,Cobalt Edge,5ZAB-N,9-7SRQ,-0.23,,40267385:40267386:40267388:40267390:40267391:40267394:40267396:40267415:40267419:40267423
30004220,-1,Cobalt Edge,5ZAB-N,VEQ-3V,-0.68,,40267450:40267451:40267455:40267458:40267463
30004221,-1,Cobalt Edge,5ZAB-N,4T-VDE,-0.33,,40267469:40267470:40267473:40267476:40267479:40267481:40267484:40267508:40267515:40267519
30004222,-1,Cobalt Edge,N4TD-6,D9Z-VY,-0.70,,40267524:40267526:40267527:40267530:40267534:40267539:40267562
30004223,-1,Cobalt Edge,N4TD-6,MO-YDG,-0.91,,40267585:40267586:40267589:40267590:40267593:40267597:40267600
30004224,-1,Cobalt Edge,N4TD-6,42SU-L,-0.81,,40267604:40267606:40267608:40267610:40267616:40267631:40267652:40267676
30004225,-1,Cobalt Edge,N4TD-6,RGU1-T,-0.89,,40267680:40267682:40267684:40267691:40267696:40267698
30004226,-1,Cobalt Edge,N4TD-6,1GT-MA,-0.83,,40267725:40267726:40267728:40267730:40267731:40267734
30004227,-1,Cobalt Edge,N4TD-6,VY-866,-0.99,,40267738:40267739:40267741:40267745:40267747:40267761:40267797
30004228,-1,Cobalt Edge,N4TD-6,HB-5L3,-1.00,,40267830:40267831:40267833:40267836:40267837:40267841:40267845:40267869:40267872:40267876
30004229,-1,Cobalt Edge,N4TD-6,Q-VTWJ,-0.94,,40267881:40267883:40267886:40267909:40267915:40267940:40267943
30004230,23,Aridia,Anama,Van,0.31,30004231:30004232:30005274,40267949:40267950:40267952:40267956:40267959
30004231,24,Aridia,Anama,Shakasi,0.32,30004230:30004234:30004235,40267963:40267964:40267965:40267967:40267969:40267991:40268018:40268043
30004232,24,Aridia,Anama,Zayi,0.32,30004230:30004233:30004235,40268048:40268049:40268051:40268053:40268055:40268058:40268060:40268063:40268066:40268069:40268084:40268094:40268098:40268102
30004233,25,Aridia,Anama,Shirshocin,0.26,30003600:30004232:30004236,40268108:40268110:40268113:40268116:40268119:40268131
30004234,25,Aridia,Anama,Maalna,0.32,30004231:30004235,40268140:40268142:40268144:40268146:40268155:40268157:40268181:40268183:40268185:40268188:40268190
30004235,25,Aridia,Anama,Maseera,0.34,30004231:30004232:30004234,40268194:40268196:40268197:40268198:40268200:40268202:40268219:40268244:40268269:40268305
30004236,26,Aridia,Afinoo,Yehaba,0.24,30004233:30004237:30004238,40268310:40268311:40268312:40268315:40268317:40268320:40268322:40268325:40268327:40268330:40268336:40268340
30004237,26,Aridia,Afinoo,Kenahehab,0.23,30004236:30004238:30004241,40268349:40268351:40268352:40268353:40268355:40268357:40268376:40268397:40268423
30004238,25,Aridia,Afinoo,Gens,0.17,30004236:30004237:30004239,40268433:40268434:40268436:40268439:40268440:40268443:40268445
30004239,24,Aridia,Afinoo,Kamih,0.24,30004238:30004240:30004241:30004254,40268461:40268463:40268467:40268470:40268490:40268506:40268530:40268536
30004240,23,Aridia,Afinoo,Hier,0.36,30004239:30004242:30004267,40268540:40268541:40268542:40268545:40268550:40268555:40268558
30004241,25,Aridia,Afinoo,Jasson,0.25,30004237:30004239:30004248,40268567:40268580:40268596:40268616:40268652
30004242,22,Aridia,Mareerieh,Sadana,0.36,30004240:30004243:30004244,40268657:40268659:40268661:40268663:40268665:40268668:40268671:40268693
30004243,23,Aridia,Mareerieh,Isid,0.27,30004242:30004247,40268698:40268700:40268703:40268706:40268710:40268719:40268723:40268724
30004244,21,Aridia,Mareerieh,Onanam,0.39,30004242:30004245,40268753:40268755:40268757:40268759:40268762:40268767:40268772:40268794:40268816
30004245,20,Aridia,Mareerieh,Udianoor,0.38,30004244:30004246,40268847:40268848:40268850:40268852:40268854:40268876:40268877:40268884:40268890:40268912
30004246,19,Aridia,Mareerieh,Vehan,0.37,30004245:30005055,40268917:40268919:40268933:40268935:40268948:40268962:40268987
30004247,24,Aridia,Mareerieh,Marmeha,0.28,30004243,40268997:40268999:40269001:40269003:40269006
30004248,26,Aridia,Mayonhen,Haimeh,0.50,30004241:30004249:30004250:30004252,40269012:40269013:40269014:40269016:40269018:40269019:40269022:40269023:40269027
30004249,27,Aridia,Mayonhen,Avada,0.69,30004248:30004251:30004253,40269049:40269051:40269053:40269056:40269058:40269071:40269096:40269108
30004250,27,Aridia,Mayonhen,Chibi,0.48,30004248,40269113:40269115:40269116:40269118:40269120:40269124:40269145:40269151:40269175
30004251,28,Aridia,Mayonhen,Mishi,0.71,30004249:30004253,40269181:40269183:40269185:40269188:40269190:40269194:40269198:40269205:40269208
30004252,27,Aridia,Mayonhen,Bazadod,0.47,30004248,40269219:40269220:40269221:40269224:40269226:40269228:40269230:40269233:40269236:40269251
30004253,28,Aridia,Mayonhen,Pahineh,0.75,30004249:30004251,40269256:40269258:40269260:40269262:40269264:40269267:40269270:40269296:40269298
30004254,25,Aridia,Ombil,Fihrneh,0.11,30004239:30004255:30004256:30004257:30004266,40269332:40269333:40269334:40269336:40269358:40269387:40269413
30004255,26,Aridia,Ombil,Parouz,0.12,30004254,40269417:40269418:40269420:40269423:40269425:40269427:40269436:40269456:40269459:40269487:40269497
30004256,26,Aridia,Ombil,Edilkam,0.07,30004254:30004260,40269499:40269501:40269505:40269507:40269522:40269549:40269574:40269606
30004257,26,Aridia,Ombil,Hakatiz,0.11,30004254:30004258,40269611:40269612:40269613:40269614:40269615:40269617:40269622:40269640:40269661:40269662
30004258,27,Aridia,Ombil,Khnar,0.09,30004257:30004259:30004302,40269666:40269667:40269669:40269671:40269679:40269687
30004259,27,Aridia,Ombil,Ertoo,0.14,30003366:30004258:30004261,40269710:40269713:40269726:40269744:40269769:40269804
30004260,27,Aridia,Ombil,Yiratal,0.04,30004256:30004261:30004262:30004263,40269807:40269808:40269809:40269810:40269811:40269812:40269814:40269818:40269825
30004261,28,Aridia,Ombil,Balas,0.04,30004259:30004260:30004264,40269829
30004262,28,Aridia,Ombil,Pemsah,0.05,30004260:30004263:30004265,40269850:40269851:40269853:40269854:40269856:40269861:40269864:40269876:40269880:40269889
30004263,28,Aridia,Ombil,Feshur,0.04,30004260:30004262,40269900:40269902:40269921:40269940:40269967:40269994:40269998
